Comment,Label
Lieber Alex ich danke Dir für deineDeine geniale Arbeit in 2024 und ich freu mich auf Dich in 2025 🥳🥳 allen hier einen guten Rutsch und mit den besten Wünschen  🍀💖🍀,nonbot
"Liebe Petra, so viele Sonntagmorgen ich jetzt schon bei dir verbracht habe- immer wieder eine Freude! Deine Ruhe, tolle Bilder und Motivation an uns es selbst zu tun ist wunderbar- danke ❤️und komm gut in das neue Jahr✨ bis bald 🤗",nonbot
"Ich liebe diese Serie!!! Hätte nicht gedacht, dass sie mich so hart fesselt. Mega geiles Projekt. ❤",nonbot
Liebe euer Videos pls Pin 📌❤️✨✨✨(wurde noch nie gepinnt ),nonbot
Erste ich liebe deine videos❤❤❤😊😊😊😊,nonbot
Ich liebe eure Reactions ❤und ihr seit so ein süßes Paar nur das Beste für euch ❤❤❤😊,nonbot
Basti ich liebe dich ❤️,nonbot
Ich  liebe deine Videos Weill sie immer so besonders sin ❤😅,nonbot
Ich mag dich einfach trotzdem machst du schön Videos ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Ich mag dich sehr ❤❤❤❤❤❤❤❤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤💫💫💫💫💫💫💫,nonbot
Danke euch für die vielen tollen Videos und einen gesunden Rutsch ins Neue Jahr 2025 😎🖖✨💫🎉🎊🥳🎏💚🤗🍀,nonbot
Guten Rutsch ins neue Jahr 😊 Vielen Dank für die ganz vielen tollen Videos im Jahr 2024 😇,nonbot
Alle die das Video sehen bevor es viral geht 👇,nonbot
Sag mal wieso hat er beim Lehrnen diese Maske auf😅? Liebe deine Videos trotzdem❤😊,nonbot
"Kämpfe wacker weiter für Gerechtigkeit und die Sache! Für Aufklärung, Frieden, Liebe und Freiheit ❣️✌🏼🍀💙",nonbot
War nice mal gegen einen pro zu spielen Danke das ich mitmachen durfte! 🥰,nonbot
Sehr geile alte Location❤🏭 würde mir mal wieder Locations aus Deutschland wünschen. Liebe Grüße aus Niedersachsen,nonbot
Guten Rutsch an alle🎉Und danke für das geile Jahr,nonbot
Muss einfach mal danke sagen für beste Unterhaltung das ganze Jahr. Sorgst immer wieder für miese Lachkrämpfe ❤️ Von einem stillen Zuschauer: Danke Brösler,nonbot
"Danke, Mouz für die emsige Arbeit und die vielen Tipps in 2024. Komm gut rüber und starte erfolgreich rein ins neue Jahr... 🎉",nonbot
"Lieber Micha, liebe Knödeltiere und lieber Chat, ich wünsche allen ein guten Rutsch und ein gutes neues Jahr. Bleibt alle gesund 😻☺️",nonbot
Schaue es nochmal ist einfach toll.Vielen Dank❤😊,nonbot
Phahaha ich lach mich tot 😂😂❤ Danke für das Video! ❤❤😂🎉,nonbot
Wahr das das Lezte Video in 2024? 😭😭😭😭😭😭😭😭😭 Und ich liebe deine Videos Heiße Finja😊,nonbot
Herzlichen Glückwunsch zu den 20k subscribers🙌🏻habt ihr echt verdient! Ich liebe eure Reactions 😍😍,nonbot
IDzock morgen ist Silvester!!!! ❤ also viel Glück und cooles video🎉🎉🎉❤❤❤,nonbot
Herzlichen Dank für die Informationen 😊😅😊,nonbot
OMG wie Sie schaut ich Liebe eure Viedeos viel Glück im nächsten Jahr mach weiter so ❤❤❤❤😂😂😂😂😂,nonbot
Schönes und informatives Video!🎉🎆🧨Vielen Dank dafür und bitte weiter so und MEHR DAVON!!✨️👍👏💪🌟💯Dir einen guten Rutsch und für 2025 Alles Gute!!🎉,nonbot
"Hey, Vielen lieben Dank für das Video und für das tolle Jahr hat richtig Spaß gemacht ^^ und wünsche allen einen guten Rutsch ins neue Jahr 2025 und bleibt Gesund ✌️❤️",nonbot
Frohes neues Jahr und alles Gute für die Zukunft lieber Domi ❤️😊,nonbot
Ich liebe diesen Kanal 🥰,nonbot
Lieber Basti. Herzlichen Glückwunsch zu deinen 2 Millionen und nur das beste für 2025 für dich. Ich werde mit am Start sein und freue mich auf deine weiteren Projekte. 🎉🎉🎉,nonbot
